Dep髎ito;Partida;Secuencia;Desde;Lote;Vencimiento;Producto;Medida;Secuencia modif;Partida completa;Linea;Categoria
FEMANI MEDICAL;0A094;44;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0044;0A0940044;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;39;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0039;0A0940039;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;38;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0038;0A0940038;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;37;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0037;0A0940037;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;36;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0036;0A0940036;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;35;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0035;0A0940035;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;32;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0032;0A0940032;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;30;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0030;0A0940030;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;29;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0029;0A0940029;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;26;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0026;0A0940026;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;3;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0003;0A0940003;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A094;2;24/06/2025;0012550448;20/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0002;0A0940002;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;98298;5;13/11/2025;0012409060;21/08/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 18 MM;0005;982980005;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0D486;4;24/09/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0004;0D4860004;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0D486;3;24/09/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0003;0D4860003;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0D486;23;24/09/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0023;0D4860023;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0D486;5;24/09/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0005;0D4860005;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0D486;2;24/09/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0002;0D4860002;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0D486;1;24/09/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0001;0D4860001;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0D486;19;24/09/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0019;0D4860019;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0D486;6;24/09/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0006;0D4860006;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;99186;6;13/10/2025;0012443749;13/09/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0006;991860006;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;20;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0020;0E5890020;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;19;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0019;0E5890019;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;18;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0018;0E5890018;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;17;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0017;0E5890017;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;16;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0016;0E5890016;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;15;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0015;0E5890015;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;14;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0014;0E5890014;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;13;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0013;0E5890013;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;12;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0012;0E5890012;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;11;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0011;0E5890011;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;10;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0010;0E5890010;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;9;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0009;0E5890009;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;4;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0004;0E5890004;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;12;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0012;0E5900012;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;11;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0011;0E5900011;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;10;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0010;0E5900010;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;9;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0009;0E5900009;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;8;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0008;0E5900008;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;7;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0007;0E5900007;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;6;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0006;0E5900006;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;5;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0005;0E5900005;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;4;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0004;0E5900004;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;3;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0003;0E5900003;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;2;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0002;0E5900002;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E590;1;08/10/2025;0012651179;31/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0001;0E5900001;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;21;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0021;0E5890021;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;22;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0022;0E5890022;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;23;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0023;0E5890023;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;29;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0029;0E5890029;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E589;30;08/10/2025;0012731509;23/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0030;0E5890030;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E588;2;08/10/2025;0012735056;25/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0002;0E5880002;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E588;3;08/10/2025;0012735056;25/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0003;0E5880003;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E588;5;08/10/2025;0012735056;25/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0005;0E5880005;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E588;4;08/10/2025;0012735056;25/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0004;0E5880004;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;82287;7;09/10/2025;0011602322;20/01/2026;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 22 MM;0007;822870007;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0A095;10;24/06/2025;0012566852;03/12/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0010;0A0950010;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;40;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0040;0E7380040;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;96672;20;25/02/2025;0012412865;23/08/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0020;966720020;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;12;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0012;0E7380012;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;11;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0011;0E7380011;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;10;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0010;0E7380010;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;9;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0009;0E7380009;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;8;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0008;0E7380008;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;7;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0007;0E7380007;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;6;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0006;0E7380006;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;5;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0005;0E7380005;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;4;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0004;0E7380004;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;3;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0003;0E7380003;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;2;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0002;0E7380002;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;1;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0001;0E7380001;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E592;13;08/10/2025;0012697079;01/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0013;0E5920013;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E592;12;08/10/2025;0012697079;01/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0012;0E5920012;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E592;11;08/10/2025;0012697079;01/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0011;0E5920011;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E592;10;08/10/2025;0012697079;01/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0010;0E5920010;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E592;9;08/10/2025;0012697079;01/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0009;0E5920009;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E592;3;08/10/2025;0012697079;01/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0003;0E5920003;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E592;2;08/10/2025;0012697079;01/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0002;0E5920002;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E592;1;08/10/2025;0012697079;01/03/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0001;0E5920001;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;36;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0036;0E7380036;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;35;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0035;0E7380035;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;34;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0034;0E7380034;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;33;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0033;0E7380033;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;32;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0032;0E7380032;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;31;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0031;0E7380031;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;30;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0030;0E7380030;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;29;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0029;0E7380029;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;28;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0028;0E7380028;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;27;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0027;0E7380027;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;26;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0026;0E7380026;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;25;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0025;0E7380025;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;24;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0024;0E7380024;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;23;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0023;0E7380023;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;22;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0022;0E7380022;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;21;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0021;0E7380021;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;20;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0020;0E7380020;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;19;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0019;0E7380019;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;18;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0018;0E7380018;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;17;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0017;0E7380017;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;16;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0016;0E7380016;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;15;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0015;0E7380015;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;14;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0014;0E7380014;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;13;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0013;0E7380013;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;39;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0039;0E7380039;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;38;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0038;0E7380038;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E738;37;22/10/2025;0012973754;16/08/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0037;0E7380037;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;97464;25;11/11/2025;0012412865;23/08/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0025;974640025;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;97464;11;31/03/2025;0012412865;23/08/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0011;974640011;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;87522;15;30/10/2025;0011742180;19/04/2026;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0015;875220015;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0C470;15;28/08/2025;0012611244;06/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0015;0C4700015;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0C470;16;28/08/2025;0012611244;06/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0016;0C4700016;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0C470;4;28/08/2025;0012611244;06/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 26 MM;0004;0C4700004;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E609;1;08/10/2025;0012554378;22/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 30 MM;0001;0E6090001;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E609;2;08/10/2025;0012554378;22/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 30 MM;0002;0E6090002;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E609;8;08/10/2025;0012554378;22/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 30 MM;0008;0E6090008;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E609;11;08/10/2025;0012554378;22/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 30 MM;0011;0E6090011;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E609;12;08/10/2025;0012554378;22/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 30 MM;0012;0E6090012;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E609;13;08/10/2025;0012554378;22/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 30 MM;0013;0E6090013;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E609;14;08/10/2025;0012554378;22/11/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 30 MM;0014;0E6090014;CORONARIO;STENT CORONARIO
FEMANI MEDICAL;0E594;1;08/10/2025;0012644448;28/01/2028;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.25 X 30 MM;0001;0E5940001;CORONARIO;STENT CORONARIO
